1000 56725
170 64 4
121 355 9
168 942 3
89 763 6
754 325 9
649 231 5
377 778 8
936 198 7
908 288 3
210 477 3
659 902 3
19 838 2
533 294 9
187 343 8
584 734 8
707 864 1
404 166 4
799 52 6
871 562 4
669 196 6
768 371 6
437 344 5
804 381 3
212 171 9
548 101 6
843 2 6
92 957 9
123 750 7
37 864 7
51 707 4
483 612 9
812 595 2
110 447 7
236 966 10
174 636 3
570 125 8
78 789 6
995 624 10
165 423 6
523 143 9
215 316 1
898 404 8
24 530 9
551 108 4
348 377 7
659 829 3
50 60 2
320 833 8
18 239 5
5 871 5
900 132 2
250 680 10
462 434 7
281 923 4
236 225 2
392 871 3
446 954 6
986 809 6
129 706 9
943 582 8
181 19 6
23 913 7
995 172 6
231 546 8
320 362 10
59 122 2
653 271 9
111 412 5
957 197 10
405 590 2
442 38 1
339 763 2
782 923 2
505 478 10
604 745 3
870 58 1
42 763 8
669 792 7
208 322 2
907 528 7
391 754 2
335 967 10
949 183 8
518 736 1
406 346 10
916 858 4
381 801 9
517 1 8
135 854 1
119 412 5
572 170 1
899 164 2
953 276 3
796 675 1
507 171 8
500 12 8
457 624 5
801 988 7
282 144 5
973 778 2
592 582 1
3 911 1
723 86 8
509 11 6
230 642 8
197 983 1
180 958 1
835 786 8
370 741 4
640 527 8
3 303 9
280 269 5
914 904 2
297 148 5
650 16 5
432 47 2
584 725 10
934 658 4
132 482 1
769 970 5
682 584 1
79 397 5
680 73 3
534 99 5
298 455 10
447 745 4
651 383 2
95 453 7
104 942 6
926 180 3
953 986 1
504 709 5
472 267 7
75 838 7
530 310 7
459 310 10
777 807 7
617 688 8
357 717 8
841 606 5
105 398 6
629 459 8
707 211 4
642 401 4
247 683 9
305 579 8
153 734 8
673 262 7
349 770 3
179 327 6
495 321 7
617 682 10
942 497 10
483 703 1
987 589 8
525 580 6
329 393 10
272 149 2
526 321 3
922 23 6
261 627 1
432 534 5
548 913 10
347 174 4
788 245 9
120 401 6
822 707 8
245 82 7
271 1 9
719 618 5
344 737 3
249 950 10
932 937 2
714 236 5
3 800 2
807 854 6
997 345 7
274 227 4
490 578 3
170 630 6
585 74 2
646 785 6
980 811 9
937 533 7
732 9 5
131 735 7
118 763 7
381 279 10
121 389 3
443 547 7
497 657 8
953 856 9
47 531 7
186 938 3
584 821 2
455 675 10
976 793 2
263 423 6
238 468 2
955 983 3
986 653 10
346 638 7
892 609 3
456 223 2
810 978 1
67 966 7
948 541 8
171 581 1
141 512 4
804 638 5
920 571 6
516 537 6
458 33 4
492 783 1
414 790 3
440 757 3
44 554 10
10 446 4
595 434 8
186 197 10
503 127 10
516 743 7
971 109 8
972 968 10
834 25 7
686 467 8
610 957 4
168 851 1
879 353 5
781 468 8
157 274 2
940 776 5
929 354 1
796 120 3
526 74 9
792 978 8
281 875 1
127 764 5
417 399 6
931 692 4
186 599 10
488 541 2
406 232 3
349 497 3
657 272 5
620 541 4
504 935 8
736 606 7
684 975 2
975 122 9
109 347 7
20 475 9
530 183 9
903 366 1
72 110 5
757 827 9
262 107 10
14 999 3
689 43 1
600 983 2
628 353 3
130 818 7
821 857 8
843 794 2
465 173 5
292 733 8
505 143 2
29 994 7
16 175 8
597 252 1
467 132 6
168 375 6
984 662 3
73 434 3
900 30 4
321 329 10
710 458 5
473 215 9
811 244 1
404 147 5
575 833 1
75 339 7
380 438 1
716 709 4
490 331 5
23 18 7
94 260 2
769 276 6
786 312 5
866 18 5
964 835 3
195 91 4
82 908 1
409 210 3
187 13 1
678 509 9
445 249 2
487 144 6
704 493 8
112 824 7
261 247 6
706 877 9
168 506 6
488 192 5
195 456 5
627 25 9
256 621 7
349 658 5
860 870 10
883 41 8
753 391 3
598 741 10
215 562 1
467 709 6
868 765 3
43 784 10
160 886 1
28 544 9
685 11 10
933 518 10
934 640 9
894 527 8
161 905 2
897 587 1
881 304 10
176 198 1
604 249 8
73 992 6
872 442 6
545 893 5
313 427 9
677 593 6
894 139 8
780 577 1
418 560 5
813 996 3
79 165 1
311 511 5
658 342 10
2 482 10
298 726 2
478 886 4
210 898 1
642 761 4
948 451 9
260 156 3
250 207 2
758 606 4
554 150 3
865 916 10
156 630 9
352 98 10
672 631 2
987 624 10
939 566 2
516 72 9
239 276 9
183 219 6
826 999 8
795 330 4
76 458 7
448 460 2
110 869 8
352 689 4
297 783 8
124 885 7
570 649 9
795 599 4
986 623 7
199 483 6
33 674 5
550 778 2
607 401 9
89 826 10
537 737 7
272 79 2
149 11 9
59 523 4
175 956 4
552 16 7
456 834 6
292 958 2
778 238 6
807 853 5
993 916 2
456 905 2
491 485 10
374 158 6
652 510 1
219 631 6
610 722 2
44 908 5
875 139 2
299 918 7
475 342 10
710 69 5
461 530 5
455 941 1
682 524 2
568 140 1
63 907 7
158 581 9
422 975 9
716 553 5
644 504 10
705 784 1
312 581 10
277 721 8
354 829 5
636 628 2
917 461 3
548 128 10
705 791 2
845 85 10
167 971 3
720 4 6
986 449 4
521 718 5
391 800 8
187 130 10
377 31 8
736 536 4
274 236 3
109 832 8
323 706 2
370 942 2
146 86 5
152 256 10
243 670 4
823 624 9
331 41 8
357 88 1
583 775 9
111 434 10
36 791 7
985 339 1
546 873 9
917 667 2
86 191 4
474 651 6
420 257 6
26 805 8
889 27 7
671 116 6
811 17 3
668 71 1
207 790 10
462 539 5
188 799 6
725 206 8
866 538 5
958 620 7
310 316 8
840 390 2
687 25 3
27 375 2
538 209 2
730 93 6
348 985 1
191 398 3
734 708 2
972 690 8
550 170 6
765 537 10
375 751 5
614 888 10
97 390 4
238 673 9
327 292 7
691 103 1
584 612 4
357 120 7
927 556 9
385 519 2
154 997 6
765 397 10
119 544 9
33 931 9
256 57 2
334 383 9
260 127 7
199 626 2
937 894 2
554 36 1
709 487 4
358 508 1
763 825 1
581 655 8
576 636 8
855 425 7
996 610 5
320 270 7
30 561 5
740 747 4
491 366 9
762 559 7
856 87 1
692 42 8
319 600 10
406 183 8
214 842 5
309 498 2
768 848 8
806 967 1
542 24 1
547 174 8
438 901 1
110 751 6
533 605 4
345 285 7
132 386 9
945 79 9
861 772 1
394 877 3
196 692 5
874 883 3
766 735 3
859 81 5
33 544 2
909 212 1
934 507 9
565 375 4
665 751 2
348 547 3
861 291 4
6 181 7
458 35 2
185 366 5
730 240 2
909 288 8
350 572 10
655 19 1
336 931 2
180 420 9
882 619 3
640 530 7
86 130 2
895 832 8
57 260 6
423 203 1
202 825 8
828 492 6
583 134 6
510 108 6
191 821 2
349 811 6
987 207 3
794 956 3
336 539 9
900 474 3
854 721 8
161 243 7
470 921 10
708 24 10
913 299 4
559 186 4
807 413 5
51 288 8
581 370 4
103 381 8
484 536 9
830 974 9
839 341 10
615 286 4
723 680 7
772 710 10
457 363 5
219 120 8
394 807 3
908 632 4
737 508 10
498 954 3
680 999 2
166 143 3
859 109 6
428 32 5
499 690 8
51 759 10
343 459 1
722 89 10
929 190 1
113 457 1
675 745 8
992 173 8
787 576 9
793 952 6
236 785 5
358 731 9
825 386 10
235 922 10
290 536 8
787 387 7
386 275 4
819 459 6
674 134 3
451 710 10
980 901 2
93 271 10
671 119 2
430 491 2
836 172 2
403 927 9
951 737 2
66 121 1
675 798 9
486 403 9
81 180 7
506 875 6
998 474 8
924 735 9
870 347 8
253 680 6
208 98 7
310 747 1
8 256 8
26 999 1
291 565 4
964 391 2
186 818 2
610 13 6
151 503 10
485 16 5
36 574 10
551 285 8
904 488 7
812 195 2
917 346 6
779 460 8
68 424 4
313 169 6
156 169 4
958 889 4
491 161 10
97 238 7
219 613 2
913 663 2
564 223 5
697 820 2
157 9 4
213 255 5
932 707 8
204 709 9
101 656 1
578 898 3
441 340 6
567 819 10
201 1 3
748 582 9
156 285 9
739 708 2
487 833 10
70 441 5
191 200 2
563 535 4
654 910 4
121 325 6
202 982 7
125 767 9
831 825 8
73 802 10
714 883 8
356 749 10
570 930 8
562 341 10
284 297 3
665 330 7
425 923 6
349 521 2
954 607 1
153 883 2
357 252 4
868 728 10
440 545 1
38 537 5
295 194 4
360 512 7
739 946 4
428 142 2
157 51 5
961 501 5
16 301 4
648 889 2
739 404 6
417 956 9
839 785 5
412 922 3
852 780 9
46 709 7
331 318 10
13 128 8
942 476 4
475 162 2
878 88 6
349 368 1
770 275 5
556 178 5
874 259 2
224 555 9
350 963 2
129 850 7
401 790 8
204 723 4
938 3 8
517 893 1
458 257 10
177 793 8
862 518 5
86 416 2
791 170 2
66 861 8
691 960 9
831 835 5
750 989 10
999 654 2
986 369 10
647 79 8
600 71 9
262 841 10
956 587 8
631 718 8
597 349 8
258 246 9
778 829 10
157 474 6
215 566 9
554 980 3
429 940 6
790 151 10
725 529 3
283 650 4
958 164 6
131 123 6
642 81 8
707 878 7
158 627 8
648 966 3
753 117 6
439 947 2
183 457 4
604 13 5
803 669 10
976 505 6
726 317 6
552 1000 1
369 491 3
7 682 8
698 885 3
160 767 1
507 800 7
869 872 4
905 472 5
402 985 2
629 861 8
306 84 10
485 82 7
201 825 8
53 347 8
42 947 5
959 645 8
960 419 2
144 1000 3
497 179 6
816 374 6
690 493 1
139 617 4
643 888 2
702 899 1
268 932 10
637 563 9
418 427 4
96 647 7
339 120 2
618 771 1
130 24 1
267 222 4
86 707 1
487 186 2
397 684 2
767 429 7
73 835 4
972 590 6
193 912 5
691 194 6
466 92 10
477 460 8
621 14 4
33 536 6
390 128 10
920 244 7
321 545 3
459 419 7
409 727 6
805 261 4
771 435 10
821 717 1
484 407 1
513 794 10
165 333 6
718 367 7
131 995 3
171 84 1
747 364 8
298 876 8
220 325 9
142 493 4
554 11 4
225 672 1
217 29 2
776 924 10
300 635 10
442 388 7
66 649 4
894 122 5
680 527 1
510 749 2
198 230 10
196 479 2
514 979 5
799 946 5
284 358 1
389 126 2
190 73 10
962 671 2
131 365 5
945 856 3
354 303 3
831 547 9
847 581 5
486 216 5
778 33 9
812 49 7
49 807 2
39 783 1
2 156 7
51 873 8
336 844 5
376 304 8
221 952 3
527 963 3
821 709 9
801 876 6
393 307 2
39 421 9
405 947 10
689 563 5
876 167 2
111 716 5
502 371 10
64 739 5
368 975 10
10 879 6
2 218 5
616 901 10
826 496 3
487 717 7
153 231 1
516 114 4
112 525 2
795 706 4
369 451 10
394 826 10
433 138 8
606 784 3
63 526 1
984 753 1
613 309 2
536 811 4
81 538 7
270 331 2
535 60 9
413 295 9
142 188 8
257 855 7
567 146 10
312 923 1
715 278 9
127 591 10
262 580 6
511 541 4
713 146 7
262 738 6
937 448 6
358 845 5
61 242 5
19 592 3
278 898 10
471 130 9
15 601 5
749 15 3
403 461 5
38 93 1
965 176 2
928 599 2
795 193 2
209 39 2
241 413 8
222 141 3
720 85 3
923 615 10
354 655 6
936 913 3
873 342 1
227 846 8
637 1 6
126 139 7
812 74 5
947 249 8
255 711 1
911 944 1
143 316 7
403 68 1
413 916 1
895 788 8
885 142 4
971 408 5
922 534 2
614 179 9
968 484 9
236 258 8
876 668 9
976 71 3
68 957 8
3 148 2
310 359 8
517 618 1
991 554 10
821 40 1
674 779 6
509 200 1
871 698 4
719 465 5
861 858 1
491 906 7
950 997 8
339 161 10
941 907 1
88 406 5
872 983 4
394 171 3
886 161 5
799 653 5
927 54 3
715 401 4
350 412 4
521 218 4
704 670 3
923 440 4
714 276 2
151 159 3
263 868 7
665 812 1
801 939 6
770 905 2
298 646 7
66 122 7
991 811 5
5 456 1
262 527 8
877 649 10
663 798 9
769 791 5
471 633 7
934 745 8
832 92 5
447 609 10
294 710 7
348 442 7
617 175 9
944 939 10
626 989 8
483 332 3
456 396 5
272 364 3
128 583 7
366 126 1
390 813 2
240 836 2
985 363 1
278 724 8
56 127 1
464 61 4
329 222 1
513 324 1
162 146 1
351 957 9
838 779 8
185 704 9
571 363 3
866 283 9
564 963 3
491 669 10
188 377 7
732 717 1
764 501 10
665 861 7
270 673 2
526 551 1
776 789 6
202 264 6
588 652 7
408 536 3
987 851 3
183 615 10
311 618 5
268 45 6
506 165 1
305 49 4
569 542 9
288 516 3
998 683 1
530 263 3
993 87 6
547 906 8
423 876 6
282 880 10
731 784 7
839 366 2
46 749 3
930 739 6
278 427 6
889 833 5
35 868 4
349 441 1
670 508 3
632 346 10
808 195 7
938 323 6
985 666 3
329 996 2
397 904 10
100 718 2
404 734 1
243 366 2
503 687 3
840 154 8
688 753 6
987 974 5
345 613 3
621 299 7
21 847 8
722 30 10
187 398 4
997 805 6
440 428 9
14 977 10
31 57 8
917 910 9
998 344 1
219 153 2
815 576 10
886 60 8
172 480 6
43 903 2
50 754 6
813 215 8
15 193 3
527 354 10
963 666 8
430 998 10
70 96 6
920 731 7
798 857 9
339 870 2
816 45 10
685 335 7
721 920 7
163 815 1
334 847 10
510 856 10
120 302 9
614 557 7
452 70 8
25 228 6
664 367 8
467 594 7
883 632 3
388 808 2
751 74 3
184 64 5
603 203 5
874 346 10
680 818 3
874 189 4
663 704 3
151 338 10
148 131 9
879 430 5
486 852 7
396 230 9
541 555 4
605 178 5
33 317 8
258 143 4
544 999 2
531 667 8
404 978 3
523 347 3
406 178 1
567 616 6
875 898 8
854 421 2
987 278 10
982 383 10
388 406 2
720 980 6
586 174 3
601 254 10
781 540 8
940 54 3
426 81 9
945 959 5
863 27 10
410 700 1
841 196 2
464 528 7
671 964 2
121 169 10
388 894 9
566 573 8
204 820 2
260 690 2
284 811 1
719 461 5
542 813 1
726 87 10
491 777 3
73 913 10
910 905 3
749 897 8
851 269 1
909 819 2
727 363 5
952 615 8
632 521 3
739 163 2
242 359 6
37 421 1
308 237 7
439 346 10
869 536 6
757 947 10
889 83 8
842 566 3
772 568 4
401 295 10
840 285 2
305 252 5
114 34 7
995 190 3
857 135 7
534 596 6
692 232 9
603 796 9
334 785 4
858 63 8
449 43 8
130 694 9
810 301 10
77 658 7
702 990 2
556 142 10
406 601 1
3 482 6
190 635 4
400 6 9
512 971 9
741 200 7
233 897 6
928 916 2
843 146 5
241 174 6
235 129 4
898 496 8
61 398 8
873 192 4
21 392 4
777 301 6
662 105 2
255 586 1
193 803 3
186 234 5
850 160 1
437 968 9
243 548 3
193 253 9
313 538 6
71 558 3
30 941 1
498 430 3
912 246 6
736 293 2
142 273 4
592 789 1
636 527 7
575 274 10
819 406 6
694 994 6
518 727 2
193 691 2
46 69 1
646 810 4
267 828 5
554 593 3
635 276 10
329 227 5
33 888 4
610 602 2
189 855 5
799 684 10
262 655 5
782 512 1
918 893 3
706 184 3
791 174 1
119 137 5
6 439 8
487 381 6
311 842 6
353 974 4
18 634 5
328 579 3
35 994 6
25 568 6
754 702 9
832 813 8
261 731 10
967 205 6
798 148 5
462 527 5
263 737 4
982 608 1
617 859 10
935 296 2
720 565 2
611 515 7
82 876 3
814 548 10
43 242 7
284 877 10
140 671 4
543 485 5
756 411 8
694 216 5
600 257 6
929 433 10
141 572 6
513 471 10
222 530 9
610 422 10
614 501 9
494 968 2
993 962 3
801 785 6
89 580 6
368 285 3
127 18 4
920 665 4
524 43 10
214 949 9
549 638 6
426 539 5
253 625 3
291 799 2
908 39 3
475 747 1
717 785 1
956 122 9
187 55 10
537 315 4
392 312 2
703 145 1
767 653 6
682 279 6
528 938 10
14 79 10
104 229 7
105 589 8
811 370 3
998 307 2
518 852 8
884 589 7
874 820 6
461 987 6
305 952 7
351 485 5
152 117 7
686 424 9
371 769 7
967 505 8
992 189 7
183 255 7
579 830 9
452 247 8
507 130 2
973 528 1
215 296 1
895 291 4
811 391 4
524 203 4
319 419 8
289 762 8
397 541 3
638 321 4
668 818 8
609 205 10
458 54 8
602 949 3
249 518 7
202 157 8
629 290 6
893 500 9
128 546 6
575 485 6
838 171 9
38 194 4
406 189 9
304 940 6
332 626 8
820 734 10
330 103 2
121 833 5
426 82 5
514 174 2
838 307 3
96 883 6
924 289 2
882 347 3
633 838 5
21 165 6
636 861 2
837 183 2
357 654 10
987 753 9
517 521 7
79 480 3
733 490 8
546 957 2
498 632 5
248 261 3
412 273 5
212 381 1
234 123 9
523 792 10
362 53 3
954 246 3
52 679 8
498 704 10
125 511 1
898 770 5
523 219 5
831 417 4
290 416 10
262 385 6
51 438 2
643 155 2
634 56 2
122 827 4
237 901 9
723 540 10
730 672 3
415 499 4
281 798 7
679 472 7
382 907 5
470 809 3
469 562 4
368 550 6
345 764 7
496 747 8
78 207 9
603 614 2
86 985 1
392 746 8
86 964 3
716 512 4
911 384 10
71 323 1
851 594 8
4 371 8
802 154 7
73 834 1
154 303 1
141 648 10
958 300 4
980 739 3
247 664 9
368 557 1
412 434 6
686 514 5
366 864 7
592 948 10
72 664 5
389 264 6
753 500 8
801 495 10
809 535 6
134 242 1
760 11 10
774 87 5
574 864 6
137 935 10
812 406 7
540 810 3
390 11 2
603 588 2
763 459 8
65 999 5
781 779 4
557 987 7
689 457 6
21 854 9
826 19 7
775 192 2
620 492 3
446 598 1
303 385 8
591 942 9
944 845 7
514 235 4
397 966 9
511 412 3
121 3 4
48 102 8
405 301 3
865 117 7
206 631 4
62 704 3
939 846 9
769 378 4
988 370 10
965 966 5
118 624 1
196 121 6
72 183 8
526 787 8
221 645 4
124 952 7
13 392 3
420 139 10
270 520 7
490 356 5
774 591 9
725 90 6
412 693 8
900 455 3
257 179 2
783 257 2
616 995 5
331 464 1
818 239 3
479 37 4
463 653 9
212 822 2
50 812 8
130 752 8
721 402 6
134 169 2
65 561 4
565 713 3
732 317 1
351 496 6
36 860 5
812 522 2
484 95 2
117 225 5
325 503 2
366 527 5
11 711 5
954 561 4
118 516 8
837 676 4
653 176 8
21 738 9
509 731 8
988 567 4
358 353 5
911 82 3
880 972 1
959 517 6
677 104 3
203 918 10
387 926 5
422 188 10
650 549 7
621 507 5
489 633 2
426 105 10
176 673 1
54 980 2
135 751 9
875 553 5
328 94 10
275 584 5
442 700 4
94 391 8
76 251 9
884 789 1
46 401 9
61 769 2
591 595 1
744 735 10
44 190 10
218 248 5
693 17 6
117 416 7
203 799 4
199 95 6
716 795 2
582 762 1
788 978 9
362 338 8
38 530 2
926 2 2
918 931 3
57 83 7
598 646 6
447 435 1
267 323 5
53 713 4
381 651 10
548 800 10
910 266 7
71 179 10
492 767 4
390 344 2
341 759 4
770 951 8
496 304 7
183 873 9
850 193 3
661 680 7
481 662 1
223 49 1
213 499 3
10 935 2
745 737 4
515 613 4
224 574 7
621 417 7
925 22 2
14 988 6
168 49 10
503 15 10
47 813 10
33 614 7
23 244 9
72 84 3
549 558 9
401 938 3
886 103 5
411 370 4
305 752 1
286 221 7
667 567 3
243 601 6
156 757 10
148 118 7
481 828 4
371 251 4
610 744 5
947 942 6
260 439 2
596 761 2
373 630 1
297 21 4
63 193 9
184 505 1
918 624 4
520 741 3
545 628 2
390 349 8
171 971 6
248 481 4
605 900 4
787 536 8
724 129 8
572 300 7
758 698 1
127 8 8
55 509 10
938 113 6
227 753 4
424 80 6
980 890 9
389 139 2
200 343 6
892 121 4
468 744 4
864 816 7
10 919 1
377 699 6
377 122 1
670 162 6
450 10 8
933 192 1
572 191 1
557 433 8
451 385 3
945 453 3
422 618 5
737 821 2
176 872 5
504 978 5
587 262 2
991 435 5
88 783 6
810 336 9
592 597 8
721 857 8
934 652 3
609 626 10
49 502 10
899 503 1
964 436 6
498 883 8
84 852 7
590 535 7
192 996 7
708 161 10
237 813 10
441 417 6
721 9 4
56 292 8
692 457 9
893 756 3
915 203 3
764 593 6
451 85 3
386 262 5
195 167 10
517 359 5
488 647 8
662 666 6
343 130 1
740 582 8
831 378 10
93 105 4
389 204 5
134 123 4
456 353 2
280 25 3
404 484 3
302 333 6
249 715 8
429 968 7
116 741 1
178 714 4
165 734 10
224 506 7
16 79 6
916 31 4
265 187 7
780 547 10
568 864 5
58 947 1
556 699 10
708 743 7
708 942 5
916 75 4
120 956 8
512 659 7
533 847 3
396 446 8
502 51 8
525 849 2
584 785 4
245 912 8
572 281 5
259 516 2
144 804 7
484 523 6
338 408 10
26 108 2
396 475 10
797 171 1
82 44 4
882 208 10
712 277 5
297 274 8
996 41 9
538 346 7
460 959 2
870 636 3
586 825 7
588 909 10
107 277 1
821 334 6
889 816 5
54 275 8
83 850 2
152 559 5
539 171 9
497 281 5
810 656 5
187 461 5
883 942 5
722 709 10
292 20 5
476 660 1
949 589 8
372 336 3
516 246 3
921 55 3
221 821 4
272 505 6
776 671 9
121 239 1
508 628 5
859 551 9
309 522 9
985 519 2
336 570 9
371 578 2
644 911 1
284 807 1
356 672 5
502 815 6
644 613 4
521 576 3
900 71 7
918 593 3
621 840 9
26 119 9
30 809 2
249 888 5
603 657 10
538 743 7
296 360 7
420 481 9
596 56 5
508 761 10
282 922 4
870 504 1
962 402 10
741 178 2
843 122 7
962 753 6
142 981 8
812 586 9
731 42 9
122 517 8
543 462 9
936 448 8
326 623 8
797 234 6
286 798 10
84 119 2
272 199 5
657 232 4
659 79 6
804 614 8
819 309 1
126 759 3
171 243 3
914 724 4
446 697 2
481 783 2
533 495 3
381 504 2
812 870 3
678 34 10
837 272 1
674 910 3
739 457 3
403 842 6
356 881 3
339 679 10
519 728 8
565 598 3
810 263 9
191 780 9
3 875 7
993 818 3
871 204 6
492 934 5
413 791 9
412 913 9
8 238 5
841 741 7
854 197 9
448 582 1
827 205 9
968 94 9
418 542 8
272 898 1
209 524 7
745 213 6
482 526 6
221 232 5
4 685 10
181 454 3
185 473 6
412 34 8
336 184 7
642 552 5
428 620 10
359 701 3
727 722 8
565 913 4
38 280 4
786 256 1
433 856 3
521 620 9
457 230 4
186 504 6
974 448 4
929 239 8
822 269 6
264 978 1
115 470 9
631 860 7
530 430 3
965 191 5
175 429 9
900 786 1
702 536 7
105 548 8
431 686 8
107 89 8
720 678 2
437 125 2
364 139 10
598 710 3
268 89 9
704 854 8
639 783 8
765 759 2
607 809 8
737 995 9
273 276 6
485 952 3
742 373 7
577 651 10
245 292 6
595 582 7
313 606 10
566 233 5
836 514 4
845 14 6
754 522 3
934 211 9
160 827 7
154 273 2
574 37 8
876 642 10
965 943 6
309 27 8
43 194 6
921 448 8
807 20 3
486 615 5
213 900 7
678 799 3
527 689 5
382 972 6
292 670 2
990 73 8
489 114 9
367 153 7
505 553 5
978 419 2
798 383 2
324 125 4
196 501 8
472 668 2
609 455 4
429 486 1
60 380 3
469 465 3
531 138 1
681 978 9
113 837 4
163 561 10
852 707 5
112 365 9
673 292 6
260 751 6
666 889 9
631 646 5
761 133 6
770 596 7
518 980 9
997 890 6
859 185 1
766 409 8
190 465 8
706 117 9
332 867 2
588 13 1
598 8 4
569 882 5
157 475 4
642 808 6
872 4 8
756 2 4
588 279 7
736 560 2
331 675 9
952 414 5
591 375 2
37 18 4
755 61 6
801 136 3
372 234 10
638 857 10
930 676 9
860 980 8
202 558 7
693 477 5
991 603 10
663 97 2
659 835 10
199 511 10
228 43 1
333 727 9
757 355 3
248 268 7
313 688 7
475 257 7
511 936 7
54 725 1
751 370 4
23 689 10
58 766 6
657 736 3
804 896 4
785 89 2
207 49 4
885 822 4
277 1000 2
423 477 1
213 147 6
262 801 5
810 502 3
365 71 1
235 873 5
667 315 8
309 151 2
93 841 5
912 562 8
647 307 10
368 840 7
591 432 1
830 319 1
293 283 2
757 414 4
331 706 3
384 780 10
156 940 10
730 478 4
495 825 7
963 937 6
977 893 6
660 546 2
845 785 1
290 763 2
275 496 6
53 507 2
319 69 10
149 270 2
518 788 10
418 140 10
687 668 7
729 707 8
256 261 7
72 956 4
228 820 8
543 420 3
517 501 1
960 474 3
661 115 3
136 568 7
107 800 7
724 620 8
681 309 9
710 374 8
130 509 9
817 538 8
801 869 6
706 14 3
664 858 9
600 838 3
454 516 6
259 725 6
87 470 10
468 535 5
857 403 4
223 399 6
605 122 8
772 425 6
964 301 10
547 763 4
822 283 5
906 256 10
251 719 7
744 603 3
373 503 3
423 499 7
44 959 3
362 981 1
273 738 8
645 601 6
68 287 6
84 575 2
534 580 8
708 698 1
692 584 10
523 655 3
130 382 8
882 193 6
480 325 8
87 659 7
733 126 10
601 126 9
724 646 8
756 71 6
903 112 4
519 169 8
382 740 10
644 782 9
470 751 9
832 105 1
604 275 6
89 616 7
908 81 4
922 437 9
443 604 9
181 901 7
817 132 6
383 122 2
446 629 5
82 863 3
574 545 6
679 763 4
460 316 5
825 486 9
788 602 6
921 946 10
905 229 10
333 905 9
380 276 4
124 292 1
826 890 3
59 849 7
491 354 7
831 998 2
525 596 7
872 862 6
371 108 10
553 640 8
136 751 5
515 848 3
973 454 5
484 507 5
712 537 8
850 126 1
75 514 8
586 769 7
858 506 5
608 621 9
855 77 8
806 546 10
965 917 3
850 761 8
976 177 9
142 506 5
152 445 2
865 369 3
657 382 7
622 578 2
168 448 8
746 23 1
217 167 4
519 860 7
424 850 2
22 894 9
115 763 10
820 940 8
719 41 9
112 292 4
152 383 3
70 8 6
79 539 5
268 280 4
19 304 9
572 547 4
345 653 8
565 794 8
559 973 4
283 281 6
41 17 7
503 646 4
488 101 6
760 540 4
554 184 3
270 475 5
434 115 7
200 807 10
333 506 7
527 939 6
86 283 9
575 721 6
904 485 8
379 12 2
976 466 3
199 904 6
348 924 2
128 943 2
922 699 3
601 439 5
514 236 5
274 904 3
740 255 6
118 800 1
638 107 3
726 161 7
370 354 8
437 671 4
822 686 5
57 661 2
222 456 1
84 216 5
247 454 4
599 31 1
296 632 3
342 166 1
330 133 10
188 993 3
571 486 2
770 397 9
8 794 2
779 316 2
146 969 3
494 430 6
431 520 8
751 380 5
6 528 6
974 888 9
36 454 3
963 153 4
952 326 9
943 81 3
214 443 4
968 730 1
552 932 6
606 474 3
118 141 3
581 90 10
287 865 6
178 574 3
232 124 5
853 593 10
715 935 2
511 264 10
899 911 5
389 192 2
693 152 2
227 403 4
579 252 10
585 453 9
426 414 3
395 967 5
215 557 10
717 190 9
341 43 9
19 767 7
579 596 6
920 170 8
151 81 8
637 235 9
698 615 3
336 429 6
491 832 7
374 963 2
535 112 1
594 734 5
357 787 5
899 828 3
664 355 9
501 567 7
729 175 8
187 341 6
892 404 5
920 533 1
717 871 6
340 479 4
362 341 6
792 323 6
522 345 9
339 116 5
354 632 10
78 425 7
229 30 1
738 217 5
729 801 2
663 971 8
286 567 6
611 528 8
351 812 5
500 95 7
910 254 8
877 940 9
785 220 5
37 722 8
3 514 2
594 673 7
380 142 2
679 6 8
987 265 7
767 283 9
951 324 3
288 590 8
934 986 3
942 736 10
215 126 9
794 237 2
399 741 9
577 994 6
553 980 6
419 613 9
884 64 4
514 238 5
